Pfam	Header
PF01979	Q5RAV9|reviewed|Guanine deaminase|taxID:9601
PF01979	Q5SK67|reviewed|Dihydroorotase|taxID:300852
PF01979	Q5V1C1|reviewed|Imidazolonepropionase|taxID:272569
PF01979	Q5WBJ6|reviewed|Allantoinase|taxID:66692
PF01979	Q5WCP8|reviewed|Imidazolonepropionase|taxID:66692
PF01979	Q5WFJ0|reviewed|Dihydroorotase|taxID:66692
PF01979	Q5WYI8|reviewed|Imidazolonepropionase|taxID:297245
PF01979	Q5X739|reviewed|Imidazolonepropionase|taxID:297246
PF01979	Q5X9L1|reviewed|Imidazolonepropionase|taxID:286636
PF01979	Q5XCK2|reviewed|Dihydroorotase|taxID:286636
PF01979	Q5YWR8|reviewed|Urease subunit alpha|taxID:247156
PF01979	Q5Z0G2|reviewed|Imidazolonepropionase|taxID:247156
PF01979	Q5ZXM0|reviewed|Imidazolonepropionase|taxID:272624
PF01979	Q60Q85|reviewed|Dihydropyrimidinase 1|taxID:6238
PF01979	Q62951|reviewed|Dihydropyrimidinase-related protein 4 (Fragment)|taxID:10116
PF01979	Q62HS0|reviewed|Urease subunit alpha|taxID:243160
PF01979	Q62LJ2|reviewed|Imidazolonepropionase|taxID:243160
PF01979	Q636D8|reviewed|Dihydroorotase|taxID:288681
PF01979	Q637I0|reviewed|Imidazolonepropionase|taxID:288681
PF01979	Q63CU1|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:288681
PF01979	Q63RL3|reviewed|Urease subunit alpha|taxID:272560
PF01979	Q63SI0|reviewed|Imidazolonepropionase|taxID:272560
PF01979	Q640K6|reviewed|Dihydropyrimidinase-related protein 3-B|taxID:8355
PF01979	Q64NP4|reviewed|Imidazolonepropionase|taxID:295405
PF01979	Q65JU9|reviewed|Dihydroorotase|taxID:279010
PF01979	Q65LN0|reviewed|Allantoinase|taxID:279010
PF01979	Q669K2|reviewed|Dihydroorotase|taxID:273123
PF01979	Q66B14|reviewed|Imidazolonepropionase|taxID:273123
PF01979	Q67JH7|reviewed|Imidazolonepropionase|taxID:292459
PF01979	Q68EP2|reviewed|Probable imidazolonepropionase|taxID:8364
PF01979	Q6A3P9|reviewed|Urease|taxID:330879
PF01979	Q6A5T8|reviewed|Imidazolonepropionase|taxID:267747
PF01979	Q6AF87|reviewed|Dihydroorotase|taxID:281090
PF01979	Q6AKP5|reviewed|Imidazolonepropionase|taxID:177439
PF01979	Q6AS41|reviewed|Dihydroorotase|taxID:177439
PF01979	Q6D698|reviewed|Dihydroorotase|taxID:218491
PF01979	Q6FD29|reviewed|Dihydroorotase|taxID:62977
PF01979	Q6FD83|reviewed|Urease subunit alpha|taxID:62977
PF01979	Q6G6Z0|reviewed|Imidazolonepropionase|taxID:282459
PF01979	Q6G732|reviewed|Urease subunit alpha|taxID:282459
PF01979	Q6GA12|reviewed|Dihydroorotase|taxID:282459
PF01979	Q6GEA5|reviewed|Imidazolonepropionase|taxID:282458
PF01979	Q6GEE4|reviewed|Urease subunit alpha|taxID:282458
PF01979	Q6GHN4|reviewed|Dihydroorotase|taxID:282458
PF01979	Q6HES6|reviewed|Dihydroorotase|taxID:281309
PF01979	Q6HFF1|reviewed|Imidazolonepropionase|taxID:281309
PF01979	Q6L2W1|reviewed|Imidazolonepropionase|taxID:1122961
PF01979	Q6LPI7|reviewed|Dihydroorotase|taxID:298386
PF01979	Q6LQ59|reviewed|Imidazolonepropionase|taxID:298386
PF01979	Q6MJP9|reviewed|Imidazolonepropionase|taxID:264462
PF01979	Q6N3N3|reviewed|Urease subunit alpha|taxID:258594
PF01979	Q6P0U0|reviewed|N-acetylglucosamine-6-phosphate deacetylase|taxID:7955
PF01979	Q71YH9|reviewed|Dihydroorotase|taxID:265669
PF01979	Q72B14|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:882
PF01979	Q732I1|reviewed|Dihydroorotase|taxID:222523
PF01979	Q733I0|reviewed|Imidazolonepropionase|taxID:222523
PF01979	Q733J6|reviewed|Urease subunit alpha|taxID:222523
PF01979	Q73RN8|reviewed|Imidazolonepropionase|taxID:243275
PF01979	Q74DP4|reviewed|Dihydroorotase|taxID:243231
PF01979	Q74J32|reviewed|Dihydroorotase|taxID:257314
PF01979	Q75ZQ5|reviewed|Urease subunit alpha|taxID:272569
PF01979	Q7CNB0|reviewed|Dihydroorotase|taxID:186103
PF01979	Q7CR08|reviewed|Allantoinase|taxID:99287
PF01979	Q7CS13|reviewed|Deacetylase Atu3266|taxID:176299
PF01979	Q7MFB3|reviewed|Dihydroorotase|taxID:196600
PF01979	Q7MK61|reviewed|Imidazolonepropionase|taxID:196600
PF01979	Q7MX82|reviewed|Imidazolonepropionase|taxID:242619
PF01979	Q7N291|reviewed|Imidazolonepropionase|taxID:243265
PF01979	Q7N4Y7|reviewed|Urease subunit alpha|taxID:243265
PF01979	Q7N5W0|reviewed|Dihydroorotase|taxID:243265
PF01979	Q7P192|reviewed|Imidazolonepropionase|taxID:243365
PF01979	Q7SXK5|reviewed|Probable imidazolonepropionase|taxID:7955
PF01979	Q7U057|reviewed|Dihydroorotase|taxID:233413
PF01979	Q7U3I3|reviewed|Urease subunit alpha|taxID:84588
PF01979	Q7U618|reviewed|Dihydroorotase|taxID:84588
PF01979	Q7UNR2|reviewed|Putative dihydroorotase|taxID:243090
PF01979	Q7V1B6|reviewed|Urease subunit alpha|taxID:59919
PF01979	Q7V3V2|reviewed|Urease subunit alpha|taxID:74547
PF01979	Q7VRS6|reviewed|Urease subunit alpha|taxID:203907
PF01979	Q7VUD3|reviewed|Urease subunit alpha|taxID:257313
PF01979	Q7W417|reviewed|Urease subunit alpha|taxID:257311
PF01979	Q819S1|reviewed|Dihydroorotase|taxID:226900
PF01979	Q81AC8|reviewed|Imidazolonepropionase|taxID:226900
PF01979	Q81F14|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:226900
PF01979	Q81Y47|reviewed|Imidazolonepropionase|taxID:1392
PF01979	Q826R9|reviewed|Urease subunit alpha 2|taxID:227882
PF01979	Q82HL5|reviewed|Imidazolonepropionase|taxID:227882
PF01979	Q82JN9|reviewed|Urease subunit alpha 1|taxID:227882
PF01979	Q82LL4|reviewed|Allantoinase|taxID:227882
PF01979	Q82WF3|reviewed|Dihydroorotase|taxID:228410
PF01979	Q82ZQ1|reviewed|Allantoinase|taxID:226185
PF01979	Q834E0|reviewed|Dihydroorotase|taxID:226185
PF01979	Q83RT8|reviewed|Dihydroorotase|taxID:623
PF01979	Q84F86|reviewed|N-acetylglucosamine-6-phosphate deacetylase|taxID:1421
PF01979	Q86AW9|reviewed|Guanine deaminase|taxID:44689
PF01979	Q87J46|reviewed|Dihydroorotase|taxID:223926
PF01979	Q87Q74|reviewed|Imidazolonepropionase|taxID:223926
PF01979	Q87UL9|reviewed|Imidazolonepropionase|taxID:223283
PF01979	Q87VP0|reviewed|Urease subunit alpha|taxID:223283
PF01979	Q87XM1|reviewed|Dihydroorotase|taxID:223283
PF01979	Q88CZ9|reviewed|Imidazolonepropionase|taxID:160488
PF01979	Q88J04|reviewed|Urease subunit alpha|taxID:160488
PF01979	Q88NW7|reviewed|Dihydroorotase|taxID:160488
PF01979	Q891P9|reviewed|Imidazolonepropionase|taxID:212717
PF01979	Q891Y7|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:212717
PF01979	Q89UG0|reviewed|Urease subunit alpha|taxID:224911
PF01979	Q8CNC9|reviewed|Urease subunit alpha|taxID:176280
PF01979	Q8CPJ6|reviewed|Dihydroorotase|taxID:176280
PF01979	Q8D3T9|reviewed|Dihydroorotase|taxID:216895
PF01979	Q8DA18|reviewed|Imidazolonepropionase|taxID:216895
PF01979	Q8DMV6|reviewed|Urease subunit alpha|taxID:197221
PF01979	Q8DPQ5|reviewed|Dihydroorotase|taxID:171101
PF01979	Q8EB40|reviewed|Dihydroorotase|taxID:211586
PF01979	Q8EKJ7|reviewed|Imidazolonepropionase|taxID:211586
PF01979	Q8FE90|reviewed|D-phenylhydantoinase|taxID:199310
PF01979	Q8FIR2|reviewed|Dihydroorotase|taxID:199310
PF01979	Q8FK60|reviewed|Allantoinase|taxID:199310
PF01979	Q8FQX2|reviewed|Urease subunit alpha|taxID:196164
PF01979	Q8FVB5|reviewed|Imidazolonepropionase|taxID:204722
PF01979	Q8JZV7|reviewed|N-acetylglucosamine-6-phosphate deacetylase|taxID:10090
PF01979	Q8K9L2|reviewed|Dihydroorotase|taxID:198804
PF01979	Q8KDK5|reviewed|Dihydroorotase|taxID:194439
PF01979	Q8NQ39|reviewed|Dihydroorotase|taxID:196627
PF01979	Q8NV65|reviewed|Imidazolonepropionase|taxID:196620
PF01979	Q8NZ53|reviewed|Imidazolonepropionase|taxID:186103
PF01979	Q8PAA6|reviewed|Imidazolonepropionase|taxID:190485
PF01979	Q8PVF4|reviewed|Dihydroorotase|taxID:192952
PF01979	Q8R9R6|reviewed|Dihydroorotase|taxID:273068
PF01979	Q8RCH7|reviewed|Imidazolonepropionase|taxID:273068
PF01979	Q8RFG1|reviewed|Imidazolonepropionase|taxID:190304
PF01979	Q8RG88|reviewed|Dihydroorotase|taxID:190304
PF01979	Q8TSA6|reviewed|Dihydroorotase|taxID:188937
PF01979	Q8TXX9|reviewed|Dihydroorotase|taxID:190192
PF01979	Q8U4A0|reviewed|Dihydroorotase|taxID:186497
PF01979	Q8UCT2|reviewed|Urease subunit alpha|taxID:176299
PF01979	Q8UI99|reviewed|Dihydroorotase|taxID:176299
PF01979	Q8X8N8|reviewed|Dihydroorotase|taxID:83334
PF01979	Q8XAC3|reviewed|N-acetylgalactosamine-6-phosphate deacetylase|taxID:83334
PF01979	Q8XD79|reviewed|D-phenylhydantoinase|taxID:83334
PF01979	Q8XGS6|reviewed|Allantoinase|taxID:90370
PF01979	Q8XW31|reviewed|Imidazolonepropionase|taxID:267608
PF01979	Q8XXT1|reviewed|Urease subunit alpha|taxID:267608
PF01979	Q8Y249|reviewed|Dihydroorotase|taxID:267608
PF01979	Q8Y663|reviewed|Dihydroorotase|taxID:169963
PF01979	Q8YF72|reviewed|Urease subunit alpha 1|taxID:224914
PF01979	Q8YHZ8|reviewed|Urease subunit alpha 2|taxID:224914
PF01979	Q8YQZ0|reviewed|Urease subunit alpha|taxID:103690
PF01979	Q8Z7L2|reviewed|Dihydroorotase|taxID:90370
PF01979	Q8Z8A0|reviewed|Imidazolonepropionase|taxID:90370
PF01979	Q8ZQR2|reviewed|Imidazolonepropionase|taxID:99287
PF01979	Q8ZZC7|reviewed|Dihydroorotase|taxID:178306
PF01979	Q90635|reviewed|Dihydropyrimidinase-related protein 2|taxID:9031
PF01979	Q92AH1|reviewed|Dihydroorotase|taxID:272626
PF01979	Q92SC7|reviewed|Dihydroorotase|taxID:266834
PF01979	Q93PJ4|reviewed|Urease subunit beta|taxID:235279
PF01979	Q93T81|reviewed|Urease subunit alpha 1|taxID:262698
PF01979	Q970X5|reviewed|Dihydroorotase|taxID:273063
PF01979	Q972W0|reviewed|Urease subunit alpha|taxID:273063
PF01979	Q978N3|reviewed|Imidazolonepropionase|taxID:273116
PF01979	Q97C35|reviewed|Dihydroorotase|taxID:273116
PF01979	Q97LN7|reviewed|Dihydroorotase|taxID:272562
PF01979	Q97QN4|reviewed|Dihydroorotase|taxID:170187
PF01979	Q983I1|reviewed|Imidazolonepropionase|taxID:266835
PF01979	Q98CY9|reviewed|Urease subunit alpha|taxID:266835
PF01979	Q9A071|reviewed|Dihydroorotase|taxID:301447
PF01979	Q9CCR4|reviewed|Dihydroorotase|taxID:272631
PF01979	Q9CGM7|reviewed|Dihydroorotase|taxID:272623
PF01979	Q9DBA8|reviewed|Probable imidazolonepropionase|taxID:10090
PF01979	Q9FCD3|reviewed|Urease subunit alpha 1|taxID:100226
PF01979	Q9HIM0|reviewed|Dihydroorotase|taxID:273075
PF01979	Q9HLJ0|reviewed|Imidazolonepropionase|taxID:273075
PF01979	Q9HMH9|reviewed|Dihydroorotase|taxID:64091
PF01979	Q9HQD6|reviewed|Imidazolonepropionase|taxID:64091
PF01979	Q9HU91|reviewed|Imidazolonepropionase|taxID:208964
PF01979	Q9HUU5|reviewed|Urease subunit alpha|taxID:208964
PF01979	Q9I676|reviewed|D-hydantoinase/dihydropyrimidinase|taxID:208964
PF01979	Q9I6Z0|reviewed|8-oxoguanine deaminase|taxID:208964
PF01979	Q9JHU0|reviewed|Dihydropyrimidinase-related protein 5|taxID:10116
PF01979	Q9JVD6|reviewed|Dihydroorotase|taxID:122587
PF01979	Q9K0D1|reviewed|Dihydroorotase|taxID:122586
PF01979	Q9K9V7|reviewed|Dihydroorotase|taxID:272558
PF01979	Q9KAH8|reviewed|Allantoinase|taxID:272558
PF01979	Q9KC82|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:272558
PF01979	Q9KG59|reviewed|Urease subunit alpha|taxID:272558
PF01979	Q9KL24|reviewed|Dihydroorotase|taxID:243277
PF01979	Q9KSQ1|reviewed|Imidazolonepropionase|taxID:243277
PF01979	Q9KWE5|reviewed|Imidazolonepropionase|taxID:359
PF01979	Q9KXR3|reviewed|Dihydroorotase|taxID:100226
PF01979	Q9KZ78|reviewed|Imidazolonepropionase|taxID:100226
PF01979	Q9RKU5|reviewed|Allantoinase|taxID:100226
PF01979	Q9RV76|reviewed|Allantoinase|taxID:243230
PF01979	Q9RVC3|reviewed|Dihydroorotase|taxID:243230
PF01979	Q9RW45|reviewed|Aminodeoxyfutalosine deaminase|taxID:243230
PF01979	Q9RYJ4|reviewed|Urease subunit alpha|taxID:243230
PF01979	Q9RYX4|reviewed|Probable guanine deaminase|taxID:243230
PF01979	Q9RZ05|reviewed|Imidazolonepropionase|taxID:243230
PF01979	Q9S3S1|reviewed|Dihydroorotase (Fragment)|taxID:615
PF01979	Q9UTI0|reviewed|Probable dihydroorotase|taxID:284812
PF01979	Q9UX05|reviewed|Dihydroorotase|taxID:273057
PF01979	Q9UXV6|reviewed|Dihydroorotase|taxID:272844
PF01979	Q9YFI5|reviewed|Dihydroorotase|taxID:272557
PF01979	Q9ZC74|reviewed|Imidazolonepropionase|taxID:632
PF01979	Q9ZFR9|reviewed|Urease subunit alpha|taxID:632
PF01979	A0AJJ5|reviewed|Adenine deaminase|taxID:386043
PF01979	A0B6I9|reviewed|Adenine deaminase|taxID:349307
PF01979	A0LFB5|reviewed|Adenine deaminase|taxID:335543
PF01979	A0RZ37|reviewed|Adenine deaminase|taxID:414004
PF01979	A1AHK5|reviewed|Adenine deaminase|taxID:405955
PF01979	A1B5X6|reviewed|Adenine deaminase|taxID:318586
PF01979	A1VD37|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:391774
PF01979	A1VGE5|reviewed|Adenine deaminase|taxID:391774
PF01979	A3CVR8|reviewed|Adenine deaminase|taxID:368407
PF01979	A3DLI4|reviewed|Adenine deaminase|taxID:399550
PF01979	A3PN31|reviewed|Adenine deaminase|taxID:349101
PF01979	A4J675|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:349161
PF01979	A4J872|reviewed|Adenine deaminase|taxID:349161
PF01979	A4WP35|reviewed|Adenine deaminase|taxID:349102
PF01979	A4XJI3|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:351627
PF01979	A4YQV7|reviewed|Adenine deaminase 1|taxID:114615
PF01979	A4YXM5|reviewed|Adenine deaminase 2|taxID:114615
PF01979	A5D1G6|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:370438
PF01979	A5EGE2|reviewed|Adenine deaminase|taxID:288000
PF01979	A5FR71|reviewed|Adenine deaminase|taxID:216389
PF01979	A5ULK1|reviewed|Adenine deaminase|taxID:420247
PF01979	A6GYI0|reviewed|Adenine deaminase|taxID:402612
PF01979	A6LG60|reviewed|Adenine deaminase|taxID:435591
PF01979	A6LNR9|reviewed|Adenine deaminase|taxID:391009
PF01979	A6Q8K5|reviewed|Adenine deaminase|taxID:387093
PF01979	A6TBK1|reviewed|Adenine deaminase|taxID:272620
PF01979	A6UVJ0|reviewed|Adenine deaminase|taxID:419665
PF01979	A6X5D7|reviewed|Adenine deaminase|taxID:439375
PF01979	A7FQU9|reviewed|Adenine deaminase|taxID:441770
PF01979	A7GA53|reviewed|Adenine deaminase|taxID:441772
PF01979	A7GNR9|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:315749
PF01979	A7I8N1|reviewed|Adenine deaminase|taxID:456442
PF01979	A7Z463|reviewed|Adenine deaminase|taxID:326423
PF01979	A7ZTM0|reviewed|Adenine deaminase|taxID:331111
PF01979	A8A6C8|reviewed|Adenine deaminase|taxID:331112
PF01979	A8FCR4|reviewed|Adenine deaminase|taxID:315750
PF01979	A8GAT0|reviewed|Adenine deaminase|taxID:399741
PF01979	A9BIU9|reviewed|Adenine deaminase|taxID:403833
PF01979	B0K2W0|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:399726
PF01979	B0K8R8|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:340099
PF01979	B0TMM7|reviewed|Adenine deaminase|taxID:458817
PF01979	B0UDG6|reviewed|Adenine deaminase|taxID:426117
PF01979	B1HR71|reviewed|Adenine deaminase|taxID:444177
PF01979	B1I2P4|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:477974
PF01979	B1IYS4|reviewed|Adenine deaminase|taxID:481805
PF01979	B1KTS4|reviewed|Adenine deaminase|taxID:498214
PF01979	B1LKZ0|reviewed|Adenine deaminase|taxID:439855
PF01979	B1MY57|reviewed|Adenine deaminase|taxID:349519
PF01979	B1X998|reviewed|Adenine deaminase|taxID:316385
PF01979	B2TJH6|reviewed|Adenine deaminase|taxID:935198
PF01979	B2V525|reviewed|Adenine deaminase|taxID:508767
PF01979	B5XP95|reviewed|Adenine deaminase|taxID:507522
PF01979	B5YDN9|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:309799
PF01979	B5YLB7|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:289376
PF01979	B5YX72|reviewed|Adenine deaminase|taxID:444450
PF01979	B6I3P6|reviewed|Adenine deaminase|taxID:409438
PF01979	B6YUF8|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:523850
PF01979	B7HIQ2|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:405532
PF01979	B7HMN9|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:405534
PF01979	B7IEM2|reviewed|Adenine deaminase|taxID:484019
PF01979	B7IS56|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:405531
PF01979	B7JJI0|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:405535
PF01979	B7L789|reviewed|Adenine deaminase|taxID:585055
PF01979	B7LK09|reviewed|Adenine deaminase|taxID:585054
PF01979	B7M4F2|reviewed|Adenine deaminase|taxID:585034
PF01979	B7MFN5|reviewed|Adenine deaminase|taxID:585035
PF01979	B7N1X4|reviewed|Adenine deaminase|taxID:585397
PF01979	B7NEX9|reviewed|Adenine deaminase|taxID:585056
PF01979	B7NQW3|reviewed|Adenine deaminase|taxID:585057
PF01979	B8CX03|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:373903
PF01979	B8DKS6|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:883
PF01979	B8E183|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:515635
PF01979	B8FLT9|reviewed|Adenine deaminase|taxID:218208
PF01979	B8FPU4|reviewed|Adenine deaminase|taxID:272564
PF01979	B8FRL9|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:272564
PF01979	B8IB34|reviewed|Adenine deaminase|taxID:460265
PF01979	B8J2Q8|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:525146
PF01979	B9KND1|reviewed|Adenine deaminase|taxID:557760
PF01979	C1CZZ4|reviewed|Adenine deaminase|taxID:546414
PF01979	C1EPN0|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:572264
PF01979	C3KZB6|reviewed|Adenine deaminase|taxID:515621
PF01979	C3L6N3|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:568206
PF01979	C3MG57|reviewed|Adenine deaminase|taxID:394
PF01979	C3P768|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:592021
PF01979	C4ZXQ7|reviewed|Adenine deaminase|taxID:595496
PF01979	C5BF52|reviewed|Adenine deaminase|taxID:634503
PF01979	C5BSJ0|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:377629
PF01979	C5CI63|reviewed|Adenine deaminase|taxID:521045
PF01979	C6A048|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:604354
PF01979	O25045|reviewed|Probable dihydroorotase-like protein|taxID:85962
PF01979	O26952|reviewed|Adenine deaminase|taxID:187420
PF01979	O27075|reviewed|Putative aminohydrolase MTH_994|taxID:187420
PF01979	O29265|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase 2|taxID:224325
PF01979	O29701|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase 1|taxID:224325
PF01979	O29999|reviewed|Adenine deaminase|taxID:224325
PF01979	O34909|reviewed|Putative adenine deaminase YerA|taxID:224308
PF01979	O50821|reviewed|Adenine deaminase|taxID:224326
PF01979	O66851|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:224324
PF01979	O69809|reviewed|D-hydantoinase|taxID:100226
PF01979	P0CI72|reviewed|Isoxanthopterin deaminase|taxID:2725
PF01979	P34480|reviewed|N-acetylglucosamine-6-phosphate deacetylase|taxID:6239
PF01979	P39761|reviewed|Adenine deaminase|taxID:224308
PF01979	P42906|reviewed|Putative N-acetylgalactosamine-6-phosphate deacetylase|taxID:83333
PF01979	Q03YC9|reviewed|Adenine deaminase|taxID:203120
PF01979	Q04DZ9|reviewed|Adenine deaminase 2|taxID:203123
PF01979	Q04HC1|reviewed|Adenine deaminase 1|taxID:203123
PF01979	Q0AYV2|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:335541
PF01979	Q0SLI9|reviewed|Adenine deaminase|taxID:390236
PF01979	Q0SYL1|reviewed|Adenine deaminase|taxID:373384
PF01979	Q0TB37|reviewed|Adenine deaminase|taxID:362663
PF01979	Q0TR21|reviewed|Adenine deaminase|taxID:195103
PF01979	Q11JE6|reviewed|Adenine deaminase|taxID:266779
PF01979	Q12XX8|reviewed|Adenine deaminase|taxID:259564
PF01979	Q16CI8|reviewed|Adenine deaminase|taxID:375451
PF01979	Q18EV7|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:362976
PF01979	Q1AZ25|reviewed|Adenine deaminase|taxID:266117
PF01979	Q1G825|reviewed|Adenine deaminase|taxID:390333
PF01979	Q1GCT5|reviewed|Adenine deaminase|taxID:292414
PF01979	Q1J1B1|reviewed|Adenine deaminase|taxID:319795
PF01979	Q1M901|reviewed|Adenine deaminase 3|taxID:216596
PF01979	Q1MCF8|reviewed|Adenine deaminase 2|taxID:216596
PF01979	Q1MDE8|reviewed|Adenine deaminase 1|taxID:216596
PF01979	Q1R4R6|reviewed|Adenine deaminase|taxID:364106
PF01979	Q1WTM3|reviewed|Adenine deaminase|taxID:362948
PF01979	Q21IS0|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:203122
PF01979	Q24R88|reviewed|Adenine deaminase|taxID:138119
PF01979	Q24UA2|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:138119
PF01979	Q28MB2|reviewed|Adenine deaminase 2|taxID:290400
PF01979	Q28VK7|reviewed|Adenine deaminase 1|taxID:290400
PF01979	Q2K4Q9|reviewed|Adenine deaminase 2|taxID:347834
PF01979	Q2K5M6|reviewed|Adenine deaminase 1|taxID:347834
PF01979	Q2LTB7|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase 1|taxID:56780
PF01979	Q2LUH4|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase 2|taxID:56780
PF01979	Q2NER8|reviewed|Adenine deaminase|taxID:339860
PF01979	Q2RJW1|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:264732
PF01979	Q2RL95|reviewed|Adenine deaminase|taxID:264732
PF01979	Q2S006|reviewed|Adenine deaminase|taxID:309807
PF01979	Q2YKR3|reviewed|Adenine deaminase|taxID:359391
PF01979	Q317F9|reviewed|Adenine deaminase|taxID:207559
PF01979	Q31US8|reviewed|Adenine deaminase|taxID:300268
PF01979	Q329F0|reviewed|Adenine deaminase|taxID:300267
PF01979	Q38V07|reviewed|Adenine deaminase 2|taxID:314315
PF01979	Q38ZJ0|reviewed|Adenine deaminase 1|taxID:314315
PF01979	Q3AC64|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:246194
PF01979	Q3AE81|reviewed|Adenine deaminase 2|taxID:246194
PF01979	Q3AE90|reviewed|Adenine deaminase 1|taxID:246194
PF01979	Q3ITF7|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:348780
PF01979	Q3IZ66|reviewed|Adenine deaminase|taxID:272943
PF01979	Q3YWE3|reviewed|Adenine deaminase|taxID:300269
PF01979	Q3Z8C6|reviewed|Adenine deaminase|taxID:243164
PF01979	Q3ZXH1|reviewed|Adenine deaminase|taxID:255470
PF01979	Q44184|reviewed|D-hydantoinase|taxID:358
PF01979	Q466H2|reviewed|Adenine deaminase|taxID:269797
PF01979	Q46812|reviewed|Putative aminohydrolase SsnA|taxID:83333
PF01979	Q51551|reviewed|Dihydroorotase-like protein|taxID:208964
PF01979	Q578E4|reviewed|Adenine deaminase|taxID:262698
PF01979	Q58854|reviewed|Adenine deaminase|taxID:243232
PF01979	Q59712|reviewed|Dihydroorotase-like protein|taxID:303
PF01979	Q5FQ87|reviewed|Adenine deaminase|taxID:290633
PF01979	Q5JER0|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:69014
PF01979	Q5KY53|reviewed|Adenine deaminase|taxID:235909
PF01979	Q5LM18|reviewed|Adenine deaminase|taxID:246200
PF01979	Q5UYR3|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:272569
PF01979	Q5WD17|reviewed|Adenine deaminase 2|taxID:66692
PF01979	Q5WGA8|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:66692
PF01979	Q5WJ39|reviewed|Adenine deaminase 1|taxID:66692
PF01979	Q61YQ1|reviewed|Dihydropyrimidinase 2|taxID:6238
PF01979	Q65K51|reviewed|Adenine deaminase|taxID:279010
PF01979	Q67NQ5|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:292459
PF01979	Q6ANH1|reviewed|Adenine deaminase 2|taxID:177439
PF01979	Q6ANH2|reviewed|Adenine deaminase 1|taxID:177439
PF01979	Q6GL72|reviewed|Dihydropyrimidinase-related protein 3|taxID:8364
PF01979	Q6HK87|reviewed|5-methylthioadenosine/S-adenosylhomocysteine deaminase|taxID:281309
PF01979	Q6MJY0|reviewed|Adenine deaminase|taxID:264462
PF01979	Q71YS6|reviewed|Adenine deaminase|taxID:265669
PF01979	Q72EX7|reviewed|Adenine deaminase|taxID:882
PF01979	Q7A9L5|reviewed|Adenine deaminase|taxID:83334
PF01979	Q7BZ90|reviewed|Adenine deaminase|taxID:623
PF01979	Q7CUX4|reviewed|Adenine deaminase 2|taxID:176299
